ticker,company_name,country,ipo_year,market_cap,subsector
CPHI,"China Pharma Holdings, Inc.",China,,10880000.0,Major Pharmaceuticals
XRF,China Rapid Finance Limited,,2017.0,121560000.0,Finance: Consumer Services
CREG,China Recycling Energy Corporation,China,,11380000.0,Business Services
ZNH,China Southern Airlines Company Limited,China,1997.0,6660000000.0,Air Freight/Delivery Services
CNTF,China TechFaith Wireless Communication Technology Limited,China,2005.0,21600000.0,
CHA,China Telecom Corp Ltd,China,2002.0,36370000000.0,Telecommunications Equipment
CHU,China Unicom (Hong Kong) Ltd,Hong Kong,,36470000000.0,Telecommunications Equipment
CXDC,China XD Plastics Company Limited,China,,176530000.0,Containers/Packaging
CYD,China Yuchai International Limited,Singapore,1994.0,748930000.0,Industrial Machinery/Components
CCIH,ChinaCache International Holdings Ltd.,China,2010.0,31970000.0,EDP Services
CNET,"ChinaNet Online Holdings, Inc.",China,,32270000.000000004,"Computer Software: Programming, Data Processing"
IMOS,ChipMOS TECHNOLOGIES INC.,Taiwan,,611970000.0,Semiconductors
CMG,"Chipotle Mexican Grill, Inc.",United States,2006.0,13720000000.0,Restaurants
CHH,"Choice Hotels International, Inc.",United States,,4360000000.0,Hotels/Resorts
CBK,Christopher & Banks Corporation,United States,,35030000.0,Clothing/Shoe/Accessory Stores
CDXC,ChromaDex Corporation,United States,,263360000.0,Specialty Chemicals
CHSCL,CHS Inc,United States,,,Farming/Seeds/Milling
CHSCM,CHS Inc,United States,,504450000.0,Farming/Seeds/Milling
CHSCN,CHS Inc,United States,,465020000.0,Farming/Seeds/Milling
CHSCO,CHS Inc,United States,,322940000.0,Farming/Seeds/Milling
CHSCP,CHS Inc,United States,,214290000.0,Farming/Seeds/Milling
CB,Chubb Limited,Switzerland,,61700000000.0,Property-Casualty Insurers
CHT,"Chunghwa Telecom Co., Ltd.",Taiwan,,26740000000.0,Telecommunications Equipment
CHD,"Church & Dwight Company, Inc.",United States,,13570000000.0,Package Goods/Cosmetics
CHDN,"Churchill Downs, Incorporated",United States,,3810000000.0,Services-Misc. Amusement & Recreation
CHUY,"Chuy's Holdings, Inc.",United States,2012.0,460940000.0,Restaurants
CDTX,"Cidara Therapeutics, Inc.",United States,2015.0,121780000.0,Biotechnology: Biological Products (No Diagnostic Substances)
CIEN,Ciena Corporation,United States,1997.0,3750000000.0,Telecommunications Equipment
CI,Cigna Corporation,United States,,45080000000.0,Medical Specialities
CMCT,CIM Commercial Trust Corporation,United States,,667870000.0,Real Estate Investment Trusts
CMCTP,CIM Commercial Trust Corporation,United States,,,Real Estate Investment Trusts
XEC,Cimarex Energy Co,United States,,8210000000.000001,Oil & Gas Production
CMPR,Cimpress N.V,Netherlands,,4330000000.0,Publishing
CBB,Cincinnati Bell Inc,United States,,631440000.0,Telecommunications Equipment
CBB^B,Cincinnati Bell Inc,United States,,,
CINF,Cincinnati Financial Corporation,United States,,12090000000.0,Property-Casualty Insurers
CIDM,Cinedigm Corp,United States,,53660000.0,Consumer Electronics/Video Chains
CNK,Cinemark Holdings Inc,United States,2007.0,4320000000.0,Movies/Entertainment
CINR,Ciner Resources LP,,2013.0,539640000.0,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CTAS,Cintas Corporation,United States,1983.0,22360000000.0,Apparel
CIR,"CIRCOR International, Inc.",United States,,882900000.0,Metal Fabrications
CRUS,"Cirrus Logic, Inc.",United States,1989.0,2560000000.0,Semiconductors
CSCO,"Cisco Systems, Inc.",United States,1990.0,206930000000.0,Computer Communications Equipment
CISN,Cision Ltd.,United States,2017.0,2130000000.0,Computer Software: Prepackaged Software
CIT,CIT Group Inc (DEL),United States,,6270000000.0,Major Banks
CTRN,"Citi Trends, Inc.",United States,2005.0,418510000.0,Clothing/Shoe/Accessory Stores
C.WS.A,Citigroup Inc.,,,,
BLW,Citigroup Inc.,United States,2003.0,548600000.0,Major Banks
C,Citigroup Inc.,United States,,176190000000.0,Major Banks
C^C,Citigroup Inc.,United States,,,
C^J,Citigroup Inc.,United States,,,
C^K,Citigroup Inc.,United States,,,Major Banks
C^L,Citigroup Inc.,United States,,,
C^N,Citigroup Inc.,United States,,,Major Banks
C^S,Citigroup Inc.,United States,,,
CTXR,"Citius Pharmaceuticals, Inc.",United States,,14200000.0,Major Pharmaceuticals
CTXRW,"Citius Pharmaceuticals, Inc.",United States,,,Major Pharmaceuticals
CZNC,Citizens & Northern Corp,United States,,343860000.0,Major Banks
CZWI,"Citizens Community Bancorp, Inc.",United States,,83890000.0,Savings Institutions
CFG,"Citizens Financial Group, Inc.",United States,2014.0,19560000000.0,Major Banks
CZFC,Citizens First Corporation,United States,,66340000.0,Major Banks
CIZN,Citizens Holding Company,United States,,115270000.0,Major Banks
CIA,"Citizens, Inc.",United States,,382630000.0,Life Insurance
CTXS,"Citrix Systems, Inc.",United States,1995.0,15140000000.0,Computer Software: Prepackaged Software
CHCO,City Holding Company,United States,,1260000000.0,Major Banks
CIO,"City Office REIT, Inc.",,2014.0,462490000.0,Real Estate Investment Trusts
CIO^A,"City Office REIT, Inc.",,,,
CVEO,Civeo Corporation,,2014.0,645650000.0,Hotels/Resorts
CIVB,"Civista Bancshares, Inc.",United States,,265899999.99999997,Major Banks
CIVBP,"Civista Bancshares, Inc.",United States,,,Major Banks
CIVI,"Civitas Solutions, Inc.",United States,2014.0,601440000.0,Medical/Nursing Services
CKX,"CKX Lands, Inc.",United States,,19720000.0,Oil & Gas Production
CLAR,Clarus Corporation,United States,,303420000.0,Recreational Products/Toys
CLNE,Clean Energy Fuels Corp.,United States,2007.0,545180000.0,Natural Gas Distribution
CLH,"Clean Harbors, Inc.",United States,,3540000000.0,Environmental Services
CCO,"Clear Channel Outdoor Holdings, Inc.",United States,2005.0,1620000000.0,Advertising
CACG,ClearBridge All Cap Growth ETF,United States,,60490000.0,
CBA,ClearBridge American Energy MLP Fund Inc.,,2013.0,485730000.0,
YLDE,ClearBridge Dividend Strategy ESG ETF,United States,,,
CEM,ClearBridge Energy MLP Fund Inc.,United States,2010.0,1070000000.0000001,
EMO,ClearBridge Energy MLP Opportunity Fund Inc.,United States,2011.0,373100000.0,
CTR,ClearBridge Energy MLP Total Return Fund Inc.,United States,2012.0,458500000.0,
LRGE,ClearBridge Large Cap Growth ESG ETF,United States,,3320000.0,
CLFD,"Clearfield, Inc.",United States,,180910000.0,Telecommunications Equipment
CLRO,"ClearOne, Inc.",United States,,20340000.0,Telecommunications Equipment
CLSD,"Clearside Biomedical, Inc.",United States,2016.0,230020000.0,Major Pharmaceuticals
CLIR,ClearSign Combustion Corporation,United States,2012.0,53260000.0,Industrial Machinery/Components
CLIRW,ClearSign Combustion Corporation,United States,,,Industrial Machinery/Components
CLW,Clearwater Paper Corporation,United States,,418110000.0,Paper
CMTA,Clementia Pharmaceuticals Inc.,Canada,2017.0,276890000.0,Major Pharmaceuticals
CBLI,"Cleveland BioLabs, Inc.",United States,2006.0,23160000.0,Biotechnology: Commercial Physical & Biological Resarch
CLF,Cleveland-Cliffs Inc.,United States,,2960000000.0,Precious Metals
CLPR,Clipper Realty Inc.,United States,2017.0,199680000.0,Real Estate Investment Trusts
CLX,Clorox Company (The),United States,,18370000000.0,Specialty Chemicals
CLD,Cloud Peak Energy Inc,United States,2009.0,178820000.0,Coal Mining
CLDR,"Cloudera, Inc.",Canada,2017.0,2069999999.9999998,Computer Software: Prepackaged Software
GLV,Clough Global Dividend and Income Fund,United States,2004.0,88660000.0,
GLQ,Clough Global Equity Fund,United States,2005.0,164610000.0,
GLO,Clough Global Opportunities Fund,United States,2006.0,365420000.0,
CLVS,"Clovis Oncology, Inc.",United States,2011.0,1820000000.0,Major Pharmaceuticals
CLPS,CLPS Incorporation,China,2018.0,185000000.0,Computer Software: Prepackaged Software
CMFN,CM Finance Inc,United States,2014.0,122540000.0,
CMFNL,CM Finance Inc,United States,,,
CMSS,CM Seven Star Acquisition Corporation,China,2017.0,60530000.0,Business Services
CMSSR,CM Seven Star Acquisition Corporation,China,2017.0,,Business Services
CMSSU,CM Seven Star Acquisition Corporation,China,2017.0,,Business Services
CMSSW,CM Seven Star Acquisition Corporation,China,2017.0,,Business Services
CME,CME Group Inc.,United States,2002.0,56630000000.0,Investment Bankers/Brokers/Service
CMS,CMS Energy Corporation,United States,,13820000000.0,Power Generation
CMS^B,CMS Energy Corporation,United States,,,Power Generation
CMSA,CMS Energy Corporation,United States,2018.0,,Power Generation
CNA,CNA Financial Corporation,United States,,12140000000.0,Property-Casualty Insurers
CCNE,CNB Financial Corporation,United States,,476150000.0,Major Banks
CNHI,CNH Industrial N.V.,,2013.0,15580000000.0,Construction/Ag Equipment/Trucks
CNO,"CNO Financial Group, Inc.",United States,,3620000000.0,Accident &Health Insurance
CEO,CNOOC Limited,Hong Kong,2001.0,1680000000.0,Oil & Gas Production
CNXM,CNX Midstream Partners LP,United States,2014.0,1320000000.0,Natural Gas Distribution
CEIX,CNX Resources Corporation,United States,2017.0,1220000000.0,Coal Mining
CNX,CNX Resources Corporation,United States,1999.0,3360000000.0,Oil & Gas Production
CCB,Coastal Financial Corporation,United States,2018.0,,Major Banks
CWAY,"Coastway Bancorp, Inc.",United States,2014.0,121940000.0,Savings Institutions
COBZ,CoBiz Financial Inc.,United States,1998.0,939330000.0,Major Banks
KOF,Coca Cola Femsa S.A.B. de C.V.,Mexico,1993.0,12740000000.0,Beverages (Production/Distribution)
COKE,Coca-Cola Bottling Co. Consolidated,United States,1972.0,1590000000.0,Beverages (Production/Distribution)
KO,Coca-Cola Company (The),United States,,195170000000.0,Beverages (Production/Distribution)
CCE,Coca-Cola European Partners plc,,2016.0,20400000000.0,Beverages (Production/Distribution)
COCP,"Cocrystal Pharma, Inc.",United States,,113710000.0,Major Pharmaceuticals
CODA,"Coda Octopus Group, Inc.",United States,,45200000.0,Industrial Machinery/Components
CDXS,"Codexis, Inc.",United States,2010.0,801270000.0,Major Chemicals
CODX,"Co-Diagnostics, Inc.",United States,2017.0,41450000.0,Medical/Dental Instruments
CVLY,"Codorus Valley Bancorp, Inc",United States,,279800000.0,Savings Institutions
CDE,"Coeur Mining, Inc.",United States,,1110000000.0,Precious Metals
JVA,"Coffee Holding Co., Inc.",United States,2005.0,27310000.0,Food Distributors
CCOI,"Cogent Communications Holdings, Inc.",United States,,2430000000.0,Telecommunications Equipment
CGNX,Cognex Corporation,United States,1989.0,9080000000.0,Industrial Machinery/Components
CTSH,Cognizant Technology Solutions Corporation,United States,1998.0,44070000000.0,EDP Services
CWBR,"CohBar, Inc.",United States,,266890000.0,Major Pharmaceuticals
COHN,Cohen & Company Inc.,United States,,12110000.0,Investment Bankers/Brokers/Service
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",United States,2006.0,361880000.0,
INB,"Cohen & Steers Global Income Builder, Inc.",United States,2007.0,221530000.0,
CNS,Cohen & Steers Inc,United States,2004.0,1990000000.0,Investment Managers
UTF,"Cohen & Steers Infrastructure Fund, Inc",United States,2004.0,1990000000.0,
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",United States,2012.0,715860000.0,
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",,2013.0,292050000.0,
RQI,Cohen & Steers Quality Income Realty Fund Inc,United States,2002.0,1330000000.0,
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,United States,2003.0,928980000.0,
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",,2010.0,336690000.0,
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",United States,1993.0,331660000.0,
COHR,"Coherent, Inc.",United States,,4520000000.0,Biotechnology: Laboratory Analytical Instruments
CHRS,"Coherus BioSciences, Inc.",United States,2014.0,1310000000.0,Biotechnology: Biological Products (No Diagnostic Substances)
COHU,"Cohu, Inc.",United States,,793510000.0,Electrical Products
CFX,Colfax Corporation,United States,2008.0,3890000000.0,Fluid Controls
CL,Colgate-Palmolive Company,United States,,57150000000.0,Package Goods/Cosmetics
CLCT,"Collectors Universe, Inc.",United States,1999.0,120910000.0,Business Services
COLL,"Collegium Pharmaceutical, Inc.",United States,2015.0,571000000.0,Major Pharmaceuticals
CIGI,Colliers International Group Inc.,Canada,,2980000000.0,Real Estate
CLGN,"CollPlant Holdings, Ltd.",Israel,,18740000.0,Industrial Specialties
CXE,Colonial High Income Municipal Trust,United States,1989.0,158510000.0,
CIF,Colonial Intermediate High Income Fund,United States,,51420000.0,
CXH,Colonial Investment Grade Municipal Trust,United States,1989.0,84200000.0,
CMU,Colonial Municipal Income Trust,United States,1987.0,127730000.0,
CBAN,"Colony Bankcorp, Inc.",United States,,149800000.0,Major Banks
CLNY,"Colony Capital, Inc.",United States,2014.0,3030000000.0,Real Estate Investment Trusts
CLNY^B,"Colony Capital, Inc.",United States,,,
CLNY^E,"Colony Capital, Inc.",United States,,,
CLNY^G,"Colony Capital, Inc.",United States,,,
CLNY^H,"Colony Capital, Inc.",United States,,,
CLNY^I,"Colony Capital, Inc.",United States,,,
CLNY^J,"Colony Capital, Inc.",United States,,,
CLNC,"Colony Credit Real Estate, Inc.",,2018.0,2550000000.0,Real Estate Investment Trusts
COLB,"Columbia Banking System, Inc.",United States,1992.0,3120000000.0,Major Banks
CLBK,"Columbia Financial, Inc.",United States,2018.0,1960000000.0,Savings Institutions
CXP,"Columbia Property Trust, Inc.",United States,2013.0,2710000000.0,Real Estate Investment Trusts
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",United States,2009.0,329560000.0,
COLM,Columbia Sportswear Company,United States,1998.0,6320000000.0,Apparel
CMCO,Columbus McKinnon Corporation,United States,1996.0,919420000.0,Construction/Ag Equipment/Trucks
CCZ,Comcast Corporation,United States,,,Television Services
CMCSA,Comcast Corporation,United States,,162150000000.0,Television Services
CMA,Comerica Incorporated,United States,,16680000000.0,Major Banks
CMA.WS,Comerica Incorporated,United States,,,
FIX,"Comfort Systems USA, Inc.",United States,1997.0,2080000000.0,Engineering & Construction
CCNI,"Command Center, Inc.",United States,,28340000.0,Professional Services
MOC,Command Security Corporation,United States,,18340000.0,Diversified Commercial Services
CBSH,"Commerce Bancshares, Inc.",United States,,7470000000.0,Major Banks
CBSHP,"Commerce Bancshares, Inc.",United States,,2340000000.0,Major Banks
CMC,Commercial Metals Company,United States,,2520000000.0,Steel/Iron Ore
CVGI,"Commercial Vehicle Group, Inc.",United States,2004.0,288620000.0,Auto Parts:O.E.M.
COMM,"CommScope Holding Company, Inc.",United States,2013.0,5990000000.0,Radio And Television Broadcasting And Communications Equipment
JCS,"Communications Systems, Inc.",United States,,31590000.0,Telecommunications Equipment
CBU,"Community Bank System, Inc.",United States,,3310000000.0,Major Banks
ESXB,Community Bankers Trust Corporation.,United States,,203170000.0,Major Banks
CFBI,"Community First Bancshares, Inc.",United States,2017.0,87820000.0,Savings Institutions
CYH,"Community Health Systems, Inc.",United States,2000.0,375530000.0,Hospital/Nursing Management
CYHHZ,"Community Health Systems, Inc.",United States,,,Hospital/Nursing Management
CHCT,Community Healthcare Trust Incorporated,United States,2015.0,586840000.0,Real Estate Investment Trusts
CTBI,"Community Trust Bancorp, Inc.",United States,,884490000.0,Major Banks
CWBC,Community West Bancshares,United States,,97770000.0,Major Banks
CVLT,"Commvault Systems, Inc.",United States,2006.0,3010000000.0,Computer Software: Prepackaged Software
CIG,Comp En De Mn Cemig ADS,Brazil,,2920000000.0,Electric Utilities: Central
CIG.C,Comp En De Mn Cemig ADS,Brazil,,,
CBD,Companhia Brasileira de Distribuicao,Brazil,1997.0,5490000000.0,Food Chains
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,Brazil,2002.0,4570000000.0,Water Supply
ELP,Companhia Paranaense de Energia (COPEL),Brazil,,1410000000.0,Electric Utilities: Central
CCU,"Compania Cervecerias Unidas, S.A.",Chile,,4920000000.0,Beverages (Production/Distribution)
CODI,Compass Diversified Holdings,United States,2006.0,1050000000.0,Home Furnishings
CODI^A,Compass Diversified Holdings,United States,,,
CODI^B,Compass Diversified Holdings,United States,,,
CMP,"Compass Minerals International, Inc.",United States,2003.0,2089999999.9999998,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CGEN,Compugen Ltd.,Israel,2000.0,174450000.0,Biotechnology: Biological Products (No Diagnostic Substances)
CPSI,"Computer Programs and Systems, Inc.",United States,2002.0,389480000.0,EDP Services
CTG,"Computer Task Group, Incorporated",United States,,84080000.0,EDP Services
CIX,CompX International Inc.,United States,1998.0,167130000.0,Industrial Machinery/Components
SCOR,"comScore, Inc.",United States,2018.0,1020000000.0,Business Services
CHCI,"Comstock Holding Companies, Inc.",United States,2004.0,10910000.0,Homebuilding
LODE,"Comstock Mining, Inc.",United States,,8920000.0,Precious Metals
CRK,"Comstock Resources, Inc.",United States,,139680000.0,Oil & Gas Production
CMTL,Comtech Telecommunications Corp.,United States,,821560000.0,Radio And Television Broadcasting And Communications Equipment
CAG,"ConAgra Brands, Inc.",United States,,14410000000.0,Packaged Foods
CNAT,Conatus Pharmaceuticals Inc.,United States,2013.0,119650000.0,Major Pharmaceuticals
CNCE,"Concert Pharmaceuticals, Inc.",United States,2014.0,391880000.0,Major Pharmaceuticals
CXO,Concho Resources Inc.,United States,2007.0,27440000000.0,Oil & Gas Production
CCM,Concord Medical Services Holdings Limited,China,2009.0,157410000.0,Medical/Nursing Services
CDOR,"Condor Hospitality Trust, Inc.",United States,,124710000.0,Real Estate Investment Trusts
CNDT,Conduent Incorporated,,2016.0,4250000000.0,Business Services
CFMS,"ConforMIS, Inc.",United States,2015.0,56650000.0,Industrial Specialties
CNFR,"Conifer Holdings, Inc.",United States,2015.0,55380000.0,Property-Casualty Insurers
CNMD,CONMED Corporation,United States,1987.0,2180000000.0,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CTWS,"Connecticut Water Service, Inc.",United States,,825570000.0,Water Supply
CNOB,"ConnectOne Bancorp, Inc.",United States,,808880000.0,Major Banks
CONN,"Conn's, Inc.",United States,2003.0,1120000000.0,Consumer Electronics/Video Chains
COP,ConocoPhillips,United States,,83850000000.0,Integrated oil Companies
CCR,CONSOL Coal Resources LP,United States,2015.0,465090000.0,Coal Mining
CNSL,"Consolidated Communications Holdings, Inc.",United States,2005.0,822250000.0,Telecommunications Equipment
ED,Consolidated Edison Inc,United States,,24400000000.0,Power Generation
CWCO,Consolidated Water Co. Ltd.,Cayman Islands,,207190000.0,Water Supply
CTO,Consolidated-Tomoka Land Co.,United States,,361730000.0,Real Estate
CNAC,Constellation Alpha Capital Corp.,United States,2017.0,186610000.0,Business Services
CNACR,Constellation Alpha Capital Corp.,United States,2017.0,,Business Services
CNACU,Constellation Alpha Capital Corp.,United States,2017.0,191790000.0,Business Services
CNACW,Constellation Alpha Capital Corp.,United States,2017.0,,Business Services
STZ.B,Constellation Brands Inc,,,,
STZ,Constellation Brands Inc,United States,,42410000000.0,Beverages (Production/Distribution)
CNST,"Constellation Pharmaceuticals, Inc.",United States,2018.0,,Major Pharmaceuticals
CSTM,Constellium N.V.,Netherlands,2013.0,1600000000.0,Metal Fabrications
ROAD,"Construction Partners, Inc.",United States,2018.0,608890000.0,Military/Government/Technical
CPSS,"Consumer Portfolio Services, Inc.",United States,1992.0,71060000.0,Finance: Consumer Services
TCS,Container Store (The),,2013.0,572990000.0,Home Furnishings
MCF,Contango Oil & Gas Company,United States,,122920000.0,Oil & Gas Production
CBPX,"Continental Building Products, Inc.",,2014.0,1410000000.0,Building Materials
CUO,Continental Materials Corporation,United States,,27580000.0,Building Materials
CLR,"Continental Resources, Inc.",United States,2007.0,24330000000.0,Oil & Gas Production
CFRX,ContraFect Corporation,United States,2014.0,148060000.0,Major Pharmaceuticals
CTRV,ContraVir Pharmaceuticals Inc.,United States,,7300000.0,Major Pharmaceuticals
CTRL,Control4 Corporation,United States,2013.0,843740000.0,Electrical Products
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",,2013.0,720000000.0,Air Freight/Delivery Services
CVON,"ConvergeOne Holdings, Inc.",United States,2017.0,722380000.0,Computer Software: Prepackaged Software
CVG,Convergys Corporation,United States,1998.0,2230000000.0,EDP Services
AWSM,Cool Holdings Inc.,United States,,14810000.0,Electronic Components
CTB,Cooper Tire & Rubber Company,United States,,1510000000.0,Automotive Aftermarket
CPS,Cooper-Standard Holdings Inc.,United States,,2470000000.0,Auto Parts:O.E.M.
CPA,"Copa Holdings, S.A.",Panama,2005.0,3730000000.0,Air Freight/Delivery Services
CPRT,"Copart, Inc.",United States,1994.0,13820000000.0,Automotive Aftermarket
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",United States,,277140000.0,Major Pharmaceuticals
CORT,Corcept Therapeutics Incorporated,United States,1982.0,1440000000.0,Major Pharmaceuticals
CLB,Core Laboratories N.V.,Netherlands,1995.0,4970000000.0,Oilfield Services/Equipment
CMT,Core Molding Technologies Inc,United States,,74190000.0,Plastic Products
CXW,"CoreCivic, Inc.",United States,,2930000000.0,Real Estate Investment Trusts
CLGX,"CoreLogic, Inc.",United States,,3990000000.0,EDP Services
CORE,"Core-Mark Holding Company, Inc.",United States,,1530000000.0,Food Distributors
CORR,"CorEnergy Infrastructure Trust, Inc.",United States,,466760000.0,Real Estate Investment Trusts
CORR^A,"CorEnergy Infrastructure Trust, Inc.",United States,,,
CPLG,CorePoint Lodging Inc.,,2018.0,1360000000.0,Real Estate Investment Trusts
COR,CoreSite Realty Corporation,United States,2010.0,3890000000.0,Real Estate Investment Trusts
CVRS,"Corindus Vascular Robotics, Inc.",United States,2015.0,170640000.0,Medical/Dental Instruments
CORI,"Corium International, Inc.",United States,2014.0,334660000.0,Major Pharmaceuticals
CRMD,CorMedix Inc,United States,,45050000.0,Major Pharmaceuticals
CSOD,"Cornerstone OnDemand, Inc.",United States,2011.0,3040000000.0,Computer Software: Prepackaged Software
CRF,"Cornerstone Strategic Return Fund, Inc. (The)",United States,,325540000.0,
CLM,"Cornerstone Strategic Value Fund, Inc.",United States,1987.0,642140000.0,
GLW,Corning Incorporated,United States,,26460000000.0,Telecommunications Equipment
CAAP,Corporacion America Airports SA,,2018.0,1490000000.0,Aerospace
GYC,Corporate Asset Backed Corp CABCO,United States,,,Finance: Consumer Services
CCT,"Corporate Capital Trust, Inc.",,2017.0,2049999999.9999998,
OFC,Corporate Office Properties Trust,United States,,3060000000.0,Real Estate Investment Trusts
CORV,Correvio Pharma Corp.,Canada,,168080000.0,Major Pharmaceuticals
CRVL,CorVel Corp.,United States,,1100000000.0,Specialty Insurers
CRVS,"Corvus Pharmaceuticals, Inc.",United States,2016.0,265950000.0,Major Pharmaceuticals
CZZ,Cosan Limited,Brazil,,1790000000.0,Specialty Foods
CMRE,Costamare Inc.,Greece,2010.0,774190000.0,Marine Transportation
CMRE^B,Costamare Inc.,Greece,,,
CMRE^C,Costamare Inc.,Greece,,,
CMRE^D,Costamare Inc.,Greece,,,
CMRE^E,Costamare Inc.,Greece,,,
CSGP,"CoStar Group, Inc.",United States,1998.0,15680000000.0,Business Services
COST,Costco Wholesale Corporation,United States,,97370000000.0,Department/Specialty Retail Stores
COTV,"Cotiviti Holdings, Inc.",United States,2016.0,4200000000.0,Business Services
COT,Cott Corporation,Canada,,2170000000.0,Beverages (Production/Distribution)
COTY,Coty Inc.,United States,2013.0,8830000000.0,Package Goods/Cosmetics
CPAH,CounterPath Corporation,Canada,,11610000.0,Computer Software: Prepackaged Software
ICBK,"County Bancorp, Inc.",United States,2015.0,168980000.0,Major Banks
COUP,Coupa Software Incorporated,United States,2016.0,3860000000.0,Computer Software: Prepackaged Software
CUZ,Cousins Properties Incorporated,United States,,3890000000.0,Real Estate Investment Trusts
CVA,Covanta Holding Corporation,United States,,2260000000.0,Electric Utilities: Central
CVTI,"Covenant Transportation Group, Inc.",United States,1994.0,555060000.0,Trucking Freight/Courier Services
CVIA,Covia Holdings Corporation,,2018.0,3090000000.0,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
COWN,Cowen Inc.,United States,,424750000.0,Investment Bankers/Brokers/Service
COWNL,Cowen Inc.,United States,,,Investment Bankers/Brokers/Service
COWNZ,Cowen Inc.,United States,,,Investment Bankers/Brokers/Service
CPF,CPB Inc.,United States,,837810000.0,Major Banks
CPL,CPFL Energia S.A.,Brazil,2004.0,5700000000.0,Electric Utilities: Central
CVU,"CPI Aerostructures, Inc.",United States,,75980000.0,Military/Government/Technical
PMTS,CPI Card Group Inc.,United States,2015.0,27010000.0,Finance Companies
CPSH,CPS Technologies Corp.,United States,,21130000.0,Building Materials
CRAI,"CRA International,Inc.",United States,1998.0,454760000.0,Other Consumer Services
CBRL,"Cracker Barrel Old Country Store, Inc.",United States,1981.0,3560000000.0,Restaurants
BREW,"Craft Brew Alliance, Inc.",United States,,382330000.0,Beverages (Production/Distribution)
CR,Crane Company,United States,,5310000000.0,Metal Fabrications
CRD.A,Crawford & Company,,,,
CRD.B,Crawford & Company,,,,
CRAY,Cray Inc,United States,,863780000.0,Computer Manufacturing
BAP,Credicorp Ltd.,Peru,,18010000000.0,Commercial Banks
CACC,Credit Acceptance Corporation,United States,1992.0,8420000000.0,Finance: Consumer Services
DGLD,Credit Suisse AG,Switzerland,,21790000.0,Investment Bankers/Brokers/Service
DSLV,Credit Suisse AG,Switzerland,,16250000.0,Investment Bankers/Brokers/Service
GLDI,Credit Suisse AG,Switzerland,,109560000.0,Investment Bankers/Brokers/Service
SLVO,Credit Suisse AG,Switzerland,,5870000.0,Investment Bankers/Brokers/Service
TVIX,Credit Suisse AG,Switzerland,,358170000.0,Investment Bankers/Brokers/Service
UGLD,Credit Suisse AG,Switzerland,,111120000.0,Investment Bankers/Brokers/Service
USLV,Credit Suisse AG,Switzerland,,300390000.0,Investment Bankers/Brokers/Service
USOI,Credit Suisse AG,Switzerland,,,Investment Bankers/Brokers/Service
VIIX,Credit Suisse AG,Switzerland,,10620000.0,Investment Bankers/Brokers/Service
ZIV,Credit Suisse AG,Switzerland,,132630000.0,Investment Bankers/Brokers/Service
CIK,"Credit Suisse Asset Management Income Fund, Inc.",United States,,163670000.0,
CS,Credit Suisse Group,Switzerland,,38320000000.0,Investment Bankers/Brokers/Service
DHY,Credit Suisse High Yield Bond Fund,United States,1998.0,269000000.0,
CREE,"Cree, Inc.",United States,1993.0,5040000000.0,Semiconductors
CPG,Crescent Point Energy Corporation,Canada,,3470000000.0,Oil & Gas Production
CEQP,Crestwood Equity Partners LP,United States,,2690000000.0,Other Consumer Services
CRESY,Cresud S.A.C.I.F. y A.,Argentina,1997.0,724870000.0,Real Estate
CRHM,CRH Medical Corporation,,2015.0,257990000.0,Medical/Dental Instruments
CRH,CRH PLC,Ireland,,26730000000.0,Building Materials
CRNX,"Crinetics Pharmaceuticals, Inc.",United States,2018.0,705190000.0,Major Pharmaceuticals
CRSP,CRISPR Therapeutics AG,Switzerland,2016.0,2260000000.0,Biotechnology: Biological Products (No Diagnostic Substances)
CRTO,Criteo S.A.,France,2013.0,1800000000.0,Advertising
CROX,"Crocs, Inc.",United States,2006.0,1270000000.0,Shoe Manufacturing
CRON,Cronos Group Inc.,Canada,,999520000.0,Specialty Chemicals
CCRN,"Cross Country Healthcare, Inc.",United States,2001.0,346160000.0,Professional Services
CRT,Cross Timbers Royalty Trust,United States,1992.0,92880000.0,Oil & Gas Production
CAPL,CrossAmerica Partners LP,United States,2012.0,624550000.0,Oil Refining/Marketing
CCI,Crown Castle International Corporation,United States,,46150000000.0,Real Estate Investment Trusts
CCI^A,Crown Castle International Corporation,United States,,,
CRWS,"Crown Crafts, Inc.",United States,,57900000.0,Textiles
CCK,"Crown Holdings, Inc.",United States,,5490000000.0,Containers/Packaging
CRY,"CryoLife, Inc.",United States,,1180000000.0,Medical/Dental Instruments
